site id, b'SRR8784368', b'SRR8784378', b'SRR8784390', b'SRR8784391', b'SRR8784380', b'SRR7658642', b'SRR7658664', b'SRR8784372', b'SRR7658634', b'SRR8180449', b'SRR8784381', b'SRR8784360', b'SRR8180450', b'SRR7658667', b'SRR7658583', b'SRR7658668', b'SRR8784395', b'SRR8784362', b'SRR8784377', b'SRR7658585'
average pi, 0.008466756320921946, 0.004646635452093884, 0.0030149616168815047, 0.0041491714734623025, 0.004405001992938843, 0.0026243498920853724, 0.0026224910348631443, 0.0032291593187785644, 0.004199871050059584, 0.004465116528908779, 0.007207765219193748, 0.0026878221940012897, 0.0024979883566676724, 0.0033506786097888008, 0.002451178851233852, 0.006439768386881792, 0.0031112274971621928, 0.004259685650521345, 0.002725687397089465, 0.006885939554334616
num_sites, 7969, 12607, 296020, 1517966, 8877, 96498, 5697, 1565335, 1362684, 126258, 14436, 1554018, 718033, 26058, 223105, 12055, 63840, 107070, 214233, 20821
aggregate_across_pi, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944, 0.016134155023510944
distributed_across_pi, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988, 0.016214925151837988
