site id, b'SRR7658642', b'SRR7658627'
average pi, 0.0033404073900664137, 0.011169318727144351
num_sites, 245040, 95201
aggregate_across_pi, 0.03676243934146208, 0.03676243934146208
distributed_across_pi, 0.03676243934146208, 0.03676243934146208
