site id, b'SRR8784390', b'SRR7658588'
average pi, 0.012666565565586483, 0.0019039601686951884
num_sites, 8462, 20546
aggregate_across_pi, 0.03226270746038519, 0.03226270746038519
distributed_across_pi, 0.03226270746038519, 0.03226270746038519
