site id, b'SRR7658621', b'SRR7658633', b'SRR7658652', b'SRR7658638', b'SRR7658655'
average pi, 0.0069105849567042636, 0.007139245396549996, 0.012882983315458365, 0.008671700348816988, 0.00018103258063738789
num_sites, 532720, 2998438, 4819, 1338366, 676712
aggregate_across_pi, 0.02384441831543429, 0.02384441831543429, 0.02384441831543429, 0.02384441831543429, 0.02384441831543429
distributed_across_pi, 0.023842792273643887, 0.023842792273643887, 0.023842792273643887, 0.023842792273643887, 0.023842792273643887
