site id, b'SRR7658579', b'SRR8784361', b'SRR8784397', b'SRR8784366'
average pi, 0.0007309200117278398, 0.002696083548632032, 0.0007680925578729145, 0.001416668401838876
num_sites, 1143769, 20896, 2199946, 18403
aggregate_across_pi, 0.021842753506325814, 0.021842753506325814, 0.021842753506325814, 0.021842753506325814
distributed_across_pi, 0.020596182581113964, 0.020596182581113964, 0.020596182581113964, 0.020596182581113964
