site id, b'SRR8784378', b'SRR8784370', b'SRR8784376', b'SRR8784363'
average pi, 0.0007330477333221605, 0.0010164099240658293, 0.0017722608892387544, 0.0009237925294934871
num_sites, 306230, 34252, 7064, 1599972
aggregate_across_pi, 0.04956242376826958, 0.04956242376826958, 0.04956242376826958, 0.04956242376826958
distributed_across_pi, 0.04304589540170076, 0.04304589540170076, 0.04304589540170076, 0.04304589540170076
