site id, b'SRR7658619', b'SRR7658681', b'SRR8784360', b'SRR8784394', b'SRR8784383', b'SRR8784397', b'SRR8784385'
average pi, 0.00516424053618316, 0.0011900169665130763, 0.01000898372294849, 0.0006320395718029676, 0.0021376411513180467, 0.0057473725888018985, 0.005309353313123284
num_sites, 155655, 2141147, 52495, 1649970, 559456, 87247, 121512
aggregate_across_pi, 0.009816290167562972, 0.009816290167562972, 0.009816290167562972, 0.009816290167562972, 0.009816290167562972, 0.009816290167562972, 0.009816290167562972
distributed_across_pi, 0.013601311166459953, 0.013601311166459953, 0.013601311166459953, 0.013601311166459953, 0.013601311166459953, 0.013601311166459953, 0.013601311166459953
