site id, b'SRR7658595', b'SRR8784355'
average pi, 0.008285926989415465, 0.0005555108259991216
num_sites, 301615, 347060
aggregate_across_pi, 0.02104668358064977, 0.02104668358064977
distributed_across_pi, 0.02104668358064977, 0.02104668358064977
