site id, b'SRR8784359', b'SRR7658632', b'SRR8784391', b'SRR7658643', b'SRR7658593', b'SRR8784373', b'SRR8784360', b'SRR7658645', b'SRR8784394', b'SRR8784361', b'SRR8784357', b'SRR8784397', b'SRR8784377', b'SRR8784385', b'SRR8784367'
average pi, 0.0016544868560814904, 0.0004291283011760849, 0.0021903232782039994, 0.0003678554976088921, 0.0006750392509551221, 0.0007315303047088837, 0.0022736943268265213, 0.0009096870816455171, 0.003352434050527361, 0.007199831271956241, 0.00195553947098773, 0.0017479503137023847, 0.002133736883866423, 0.000985483165306426, 0.005309228492110722
num_sites, 1486233, 123478, 22631, 765024, 358621, 1562771, 240558, 203727, 8190, 1714984, 1475234, 14947, 11793, 1245413, 1562980
aggregate_across_pi, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253, 0.0426636114752253
distributed_across_pi, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923, 0.03241097882003923
