site id, b'SRR7658579', b'SRR8180446', b'SRR7658637', b'SRR8784361', b'SRR8784383', b'SRR8784397', b'SRR8784385'
average pi, 0.0004810320883468409, 0.0011201505119413783, 0.000318460216977717, 0.0023598476818795207, 0.0013104351475624824, 0.0007735901328649005, 0.0007636662882140056
num_sites, 4294203, 897768, 4350782, 15809, 3474995, 3985183, 715675
aggregate_across_pi, 0.01068196068750447, 0.01068196068750447, 0.01068196068750447, 0.01068196068750447, 0.01068196068750447, 0.01068196068750447, 0.01068196068750447
distributed_across_pi, 0.010723221131605629, 0.010723221131605629, 0.010723221131605629, 0.010723221131605629, 0.010723221131605629, 0.010723221131605629, 0.010723221131605629
