"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0,7.84410148594179,32.8005245224858,2.30309800061514,10.2611257115836,38.6323757216862,8.13622504315663,19.9568947735479,6.50119212171739,2.65660168903264,31.8015768278888,0.0629565505205392,0.0647792176328039,1.86531506744427,18.8805761284789,6.31710355994392,0.0938088884440731,1.20870190799519
"2",7.84410148594179,0,15.2481695581014,4.28823508763003,34.9932167213747,82.4635751190485,36.8444726418224,56.7648289414506,3.60052264805881,13.9941720580319,54.9245788322828,10.4617625728747,16.5772116623011,3.16926998934741,5.15580471499561,9.47706120654129,16.4166128211718,5.86780440605594
"3",32.8005245224858,15.2481695581014,0,69.399511765844,190.799457018492,283.084725287225,201.971433129362,225.638410829416,80.3715166227057,105.186793308336,175.416670954934,114.606766274131,131.142308087301,36.2886966738774,4.48689068755539,89.522613084951,124.083084341554,65.8536302200166
"4",2.30309800061514,4.28823508763003,69.399511765844,0,8.60106363992622,32.0409065691244,6.48378496460782,15.3545450685654,0.781102744603004,4.94805694578054,38.8921325253868,3.28788379977664,1.36180154268595,0.879371297989564,46.0118764913245,2.46298669096223,2.49780737000583,0.952476251640292
"5",10.2611257115836,34.9932167213747,190.799457018492,8.60106363992622,0,0.0469536043403878,0.469853170063971,4.49233931624576,39.2451822519024,15.7093761983625,5.9611064816454,18.7686086530471,12.6148995316553,18.5844895316625,153.40388297123,8.4982578784975,12.8281333143641,10.6042010630581
"6",38.6323757216862,82.4635751190485,283.084725287225,32.0409065691244,0.0469536043403878,0,0.443322108110124,4.54650274545975,44.817860624195,10.5809108517882,2.42568697542401,23.5757884406003,17.9795594602776,55.1646084525539,242.590228479694,7.43730254358002,35.9347182667825,33.0094460551545
"7",8.13622504315663,36.8444726418224,201.971433129362,6.48378496460782,0.469853170063971,0.443322108110124,0,3.27874697504694,33.5915079677802,12.2695075140566,4.42965038967213,13.8255817202719,15.6302564274226,17.8946510057424,163.910749366417,7.90433974644588,12.2519961040978,8.33965159012337
"8",19.9568947735479,56.7648289414506,225.638410829416,15.3545450685654,4.49233931624576,4.54650274545975,3.27874697504694,0,34.0775599053666,2.45209614035252,1.33423443670267,13.3616247740413,8.01743789579518,33.8496797266271,188.798531182438,2.23624188196118,19.7787644546434,17.006821546046
"9",6.50119212171739,3.60052264805881,80.3715166227057,0.781102744603004,39.2451822519024,44.817860624195,33.5915079677802,34.0775599053666,0,14.8463516716569,48.3134255806008,14.3774650782875,24.2440343175474,1.7133706415616,50.6715003329564,5.28229657763268,14.8186388856916,2.84328739185548
"10",2.65660168903264,13.9941720580319,105.186793308336,4.94805694578054,15.7093761983625,10.5809108517882,12.2695075140566,2.45209614035252,14.8463516716569,0,5.31041237531804,2.37972288036246,2.8679305667107,5.45402835416144,77.1484002304639,1.09735017868979,4.92672404033715,5.40914836474883
"11",31.8015768278888,54.9245788322828,175.416670954934,38.8921325253868,5.9611064816454,2.42568697542401,4.42965038967213,1.33423443670267,48.3134255806008,5.31041237531804,0,18.7877213089582,9.87124861112466,41.398397131868,140.623724296031,3.17863881912899,27.5961376461687,32.3889264378079
"12",0.0629565505205392,10.4617625728747,114.606766274131,3.28788379977664,18.7686086530471,23.5757884406003,13.8255817202719,13.3616247740413,14.3774650782875,2.37972288036246,18.7877213089582,0,2.6569925097258,1.71641370514226,83.3940987156429,3.41882377482807,3.045157870808,1.98977071400282
"13",0.0647792176328039,16.5772116623011,131.142308087301,1.36180154268595,12.6148995316553,17.9795594602776,15.6302564274226,8.01743789579518,24.2440343175474,2.8679305667107,9.87124861112466,2.6569925097258,0,3.94998446125874,100.066055043012,5.50013328050227,0.242764078665914,3.15217867708748
"14",1.86531506744427,3.16926998934741,36.2886966738774,0.879371297989564,18.5844895316625,55.1646084525539,17.8946510057424,33.8496797266271,1.7133706415616,5.45402835416144,41.398397131868,1.71641370514226,3.94998446125874,0,24.4985147886525,5.95480628379391,4.55424400613219,0.798290879558181
"15",18.8805761284789,5.15580471499561,4.48689068755539,46.0118764913245,153.40388297123,242.590228479694,163.910749366417,188.798531182438,50.6715003329564,77.1484002304639,140.623724296031,83.3940987156429,100.066055043012,24.4985147886525,0,58.7545878209371,93.7196786027848,45.5363759769386
"16",6.31710355994392,9.47706120654129,89.522613084951,2.46298669096223,8.4982578784975,7.43730254358002,7.90433974644588,2.23624188196118,5.28229657763268,1.09735017868979,3.17863881912899,3.41882377482807,5.50013328050227,5.95480628379391,58.7545878209371,0,5.64040079053211,2.15279524841048
"17",0.0938088884440731,16.4166128211718,124.083084341554,2.49780737000583,12.8281333143641,35.9347182667825,12.2519961040978,19.7787644546434,14.8186388856916,4.92672404033715,27.5961376461687,3.045157870808,0.242764078665914,4.55424400613219,93.7196786027848,5.64040079053211,0,3.32005731604568
"18",1.20870190799519,5.86780440605594,65.8536302200166,0.952476251640292,10.6042010630581,33.0094460551545,8.33965159012337,17.006821546046,2.84328739185548,5.40914836474883,32.3889264378079,1.98977071400282,3.15217867708748,0.798290879558181,45.5363759769386,2.15279524841048,3.32005731604568,0
