site id, 700016142c, 700023919c, 700024318, 700024437, 700034081, 700034166, 700034926, 700037357, 700037868c, 700038284, 700102299, 700102905, 700103558, 700105372, 700106065, 700106198, 700106646c, 700106694c, 700106754, 700108530, 700109621, 700112433, 700116028, 700116076, 700116358c, 700117682, 700119987, 700122108c, 700161581, 700161856, 700161872, 700163458, 700163628, 700164192, 700165148, 700165778, 700166775, 700171066, 700172221, 700172555, 700172726c
average pi, 0.0015778495616733295, 0.0022835662465522755, 0.001295938961902205, 0.0012512584816311006, 0.0032877139066892383, 0.0014178779557654792, 0.0019688026743111737, 0.005078569433063799, 0.0022800565800272063, 0.005508765199907991, 0.001609808733288617, 0.0024649454128524715, 0.004366696947581261, 0.0007698555112530364, 0.0013141236543724331, 0.003076117921529112, 0.0033445811889038046, 0.0021262501612451753, 0.0034809336546178537, 0.0035087036216014814, 0.003204298237538731, 0.003701301048220911, 0.0028056810245490746, 0.01014645299040483, 0.002003228776928786, 0.0024074543931941364, 0.002613280676116052, 0.0019271918447107102, 0.00482211597200483, 0.0011518364312144446, 0.003384962276375767, 0.005299927066281509, 0.0009602345196416361, 0.005192562542231616, 0.0007339117885966058, 0.0009160351011625277, 0.0035852705823707213, 0.002277353388881176, 0.0009697162519151343, 0.0035584350011566394, 0.0028086035902476006
num_sites, 3940, 2020051, 30076, 1499420, 75378, 42576, 31809, 66659, 1348319, 115589, 22554, 55473, 19821, 377211, 1960825, 135888, 52708, 256148, 13686, 40326, 11564, 1662, 1318782, 1826, 1288953, 1961765, 1599903, 1467021, 1732081, 147264, 1215537, 1953962, 1915354, 259018, 1685518, 2002074, 42339, 2144658, 2038379, 289877, 2094726
