site id, b'SRR7658631', b'SRR7658635', b'SRR8784383', b'SRR8784397', b'SRR7658586'
average pi, 0.011628308071625766, 0.01194001778965431, 0.011019389143096619, 0.0009797236821266588, 0.005748187157561408
num_sites, 130067, 26769, 42491, 877950, 747027
aggregate_across_pi, 0.02083013264918763, 0.02083013264918763, 0.02083013264918763, 0.02083013264918763, 0.02083013264918763
distributed_across_pi, 0.024412615373089766, 0.024412615373089766, 0.024412615373089766, 0.024412615373089766, 0.024412615373089766
