site id, SRR7658659, SRR8784372, SRR7658644, SRR7658608, SRR7658638, SRR7658655, SRR8784355, SRR8784385
average pi, 0.00879274786984, 0.00506194944411, 0.00954013128114, 0.00798745112877, 0.0107484951951, 0.0090057388415, 0.00273979387001, 0.0105793135417
num_sites, 77035, 102452, 203240, 18843, 51979, 54828, 591294, 34552
aggregate_across_pi, 0.0203733619811, 0.0203733619811, 0.0203733619811, 0.0203733619811, 0.0203733619811, 0.0203733619811, 0.0203733619811, 0.0203733619811
distributed_across_pi, 0.0240766641735, 0.0240766641735, 0.0240766641735, 0.0240766641735, 0.0240766641735, 0.0240766641735, 0.0240766641735, 0.0240766641735
