site id, b'SRR7658630', b'SRR7658634', b'SRR7658583', b'SRR8784362'
average pi, 0.0023839198453874102, 0.004502805685409288, 0.00045928705299355665, 0.0011221114011610166
num_sites, 551976, 54094, 1353128, 490214
aggregate_across_pi, 0.012120545397014406, 0.012120545397014406, 0.012120545397014406, 0.012120545397014406
distributed_across_pi, 0.012116961948832071, 0.012116961948832071, 0.012116961948832071, 0.012116961948832071
