site id, b'700013715', b'700015113c', b'700016000', b'700023872c', b'700024233', b'700024930', b'700034254', b'700038472', b'700106876c', b'700110155', b'700111296c', b'700112812c', b'700116778c', b'700117000', b'700117239', b'700117537', b'700117625', b'700123959', b'700161219', b'700165052', b'700165263c', b'700172813', b'700175181'
average pi, 0.001963474702970863, 0.004556817829098077, 0.0032143687651803444, 0.0028638052703376152, 0.0061431356193383385, 0.00914606013404, 0.005757021203611884, 0.0023055195088456945, 0.004808497880605383, 0.0038823890021150347, 0.007995336996574457, 0.005114668870180119, 0.00791795868649057, 0.0015513895218851673, 0.006438478450384044, 0.0013148830610257994, 0.005261674632563312, 0.008391753362042289, 0.002089675309902379, 0.000921826078390056, 0.003309641129338811, 0.0066909780289849995, 0.010199414899246653
num_sites, 2466258, 46756, 15705, 89775, 16622, 38519, 46170, 44035, 1355768, 2681842, 58778, 34106, 465010, 667911, 8690, 172928, 50865, 3902, 426703, 1017164, 33199, 113328, 22657
aggregate_across_pi, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549, 0.009841062354013549
distributed_across_pi, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128, 0.013146563883523128
