site id, b'SRR8784391', b'SRR8784380', b'SRR8180449', b'SRR7658582', b'SRR8784355', b'SRR8784376'
average pi, 0.008597515940966263, 0.004106495710169089, 0.005318261992726972, 0.0009134954658774488, 0.008261259489931637, 0.01429300707449597
num_sites, 45477, 261174, 220619, 850969, 44438, 53522
aggregate_across_pi, 0.026665254004099307, 0.026665254004099307, 0.026665254004099307, 0.026665254004099307, 0.026665254004099307, 0.026665254004099307
distributed_across_pi, 0.03141482184111349, 0.03141482184111349, 0.03141482184111349, 0.03141482184111349, 0.03141482184111349, 0.03141482184111349
