site id, b'SRR7658623', b'SRR7658644', b'SRR8784382'
average pi, 0.0003334111719154112, 0.007215538073016761, 0.0008197714368724806
num_sites, 427081, 882538, 198066
aggregate_across_pi, 0.033920928835624045, 0.033920928835624045, 0.033920928835624045
distributed_across_pi, 0.03370929286760307, 0.03370929286760307, 0.03370929286760307
