site id, b'SRR8784379', b'SRR8784372', b'SRR7658626', b'SRR8784362'
average pi, 0.013032006835603717, 0.011621872943218987, 0.010055764960270417, 0.01824246306832062
num_sites, 447658, 170760, 184272, 138027
aggregate_across_pi, 0.04563348282688347, 0.04563348282688347, 0.04563348282688347, 0.04563348282688347
distributed_across_pi, 0.04396232524085474, 0.04396232524085474, 0.04396232524085474, 0.04396232524085474
