site id, b'SRR8784378', b'SRR8784369', b'SRR8784371', b'SRR8180448', b'SRR8784380', b'SRR8784360', b'SRR8180450', b'SRR8784382', b'SRR8784354', b'SRR8784376', b'SRR8784377', b'SRR8784366'
average pi, 0.006352306316330504, 0.0006405770048927465, 0.0030135021557222514, 0.005851687189185335, 0.0016961575577580145, 0.00515832517391712, 0.006636428695864733, 0.0037088830932692006, 0.0011243325294018982, 0.0066358925748177065, 0.0013540482689476405, 0.0009506053464026878
num_sites, 10511, 24205, 466927, 19251, 22018, 50943, 10059, 9361, 236736, 13674, 140815, 92780
aggregate_across_pi, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163, 0.01952182266543163
distributed_across_pi, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027, 0.019910123941047027
