site id, b'SRR8784359', b'SRR8784361', b'SRR8784385'
average pi, 0.0033574490499704746, 0.0062090463913356, 0.0038648698968133475
num_sites, 15353, 10276, 121538
aggregate_across_pi, 0.020411553602697533, 0.020411553602697533, 0.020411553602697533
distributed_across_pi, 0.024130507100217132, 0.024130507100217132, 0.024130507100217132
