site id, b'700013597', b'700013588', b'700013715', b'700014724', b'700015250c', b'700023509', b'700023578', b'700023872c', b'700024086c', b'700024509', b'700033153c', b'700037539c', b'700038806c', b'700100600', b'700102043', b'700105580c', b'700105685', b'700105991', b'700106836c', b'700113114', b'700113810', b'700116201', b'700116468', b'700116778c', b'700117625', b'700117682', b'700117755', b'700163238', b'700163699', b'700164159c', b'700164686', b'700164870', b'700165311', b'700165407', b'700171114', b'700171648', b'700172068', b'700172726c', b'700172813', b'700173176'
average pi, 0.0033569507086492973, 0.013007504815700996, 0.009749406763090449, 0.005958330431552345, 0.005518435791637187, 0.0030664337862341146, 0.0028017343672039046, 0.0022130597589748962, 0.0064052046688654945, 0.007928968487156218, 0.004938910667056277, 0.0014767545379952285, 0.0035309012414744744, 0.005545810056704625, 0.013998797152121855, 0.002861388473408335, 0.007111588410898447, 0.005041133360972617, 0.0061838679571913965, 0.0033142510415391313, 0.009668205003988892, 0.004768493567431165, 0.005138921088286822, 0.0021410966108001803, 0.0014441859805629526, 0.0008234595810159335, 0.0039955863660563395, 0.011068997360381165, 0.003999903255971382, 0.0014997336919704216, 0.004123211854604714, 0.004133254695729221, 0.00458569778235349, 0.00821534927459667, 0.007099164810855308, 0.007396294399716516, 0.0037904153382327175, 0.00768356286462555, 0.006256035122316301, 0.005048500325999346
num_sites, 5903, 55479, 30646, 64056, 126369, 1731446, 193989, 2004044, 88175, 49688, 81582, 1963015, 81410, 60094, 171344, 778897, 101306, 422556, 86399, 133970, 33769, 86150, 154342, 499854, 1246167, 2677659, 127706, 41351, 91950, 2630958, 56906, 87892, 39101, 31656, 39656, 33979, 131273, 86608, 51387, 123478
aggregate_across_pi, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151, 0.01813943414306151
distributed_across_pi, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074, 0.01831458388679074
