site id, b'SRR8784375', b'SRR8784367'
average pi, 0.0028725921898798417, 0.004867733956326396
num_sites, 1992134, 350280
aggregate_across_pi, 0.026872211358178712, 0.026872211358178712
distributed_across_pi, 0.026872211358178712, 0.026872211358178712
