site id, b'SRR8784389', b'SRR8180448', b'SRR8784372', b'SRR8784382', b'SRR8784355', b'SRR8784365', b'SRR8784366'
average pi, 0.008134724288691832, 0.011419147264121458, 0.007915942095166219, 0.010825110450171904, 0.0008887694518580099, 0.010845977703768836, 0.0007752065708031462
num_sites, 252651, 225096, 394830, 131584, 653442, 32020, 2255306
aggregate_across_pi, 0.026798432542885168, 0.026798432542885168, 0.026798432542885168, 0.026798432542885168, 0.026798432542885168, 0.026798432542885168, 0.026798432542885168
distributed_across_pi, 0.028208003924361128, 0.028208003924361128, 0.028208003924361128, 0.028208003924361128, 0.028208003924361128, 0.028208003924361128, 0.028208003924361128
