site id, b'SRR7658639', b'SRR7658652'
average pi, 0.0001776074747467472, 0.005062122236027989
num_sites, 3411526, 13366
aggregate_across_pi, 0.007383440025585309, 0.007383440025585309
distributed_across_pi, 0.007383440025585309, 0.007383440025585309
