"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"1",0,16.8811909968572,35.6784417619069,0.545035690408895,37.5783097084798,4.89139150046003,0.9669702524493,0.60288575316963,4.41069114733864,3.52930620102461,31.0274062349067,67.9029281738503,28.6757769717328,117.377889369594,1.43256082804214,6.5833062471138,3.91038292519897,24.1285679464045,22.1391837696035,7.77397455750224,35.6110658727926,58.2718773731262,51.2192576785169,0.554406038188972,1.05460998886065,20.843390283153,1.88344226004074,2.36522103741981,8.1821931847071,0.581157202065697,0.675757832824274,2.48246360805751,0.828146651417683,0.897833150356291,12.9612494584712,1.64855987703231,7.08330472306898,18.8093084248708,4.93785206544953
"2",16.8811909968572,0,5.8097065817883,28.9640804198198,8.54544957454289,29.091097397853,17.4326866345864,48.8002702206586,53.2964808009415,27.8399146437623,43.8786745886878,72.4688626659872,46.3353835088474,119.672504907579,25.855305765469,74.4605365731095,27.5219377938283,40.8970113150472,34.1104441393989,27.0942921591345,39.7934210855774,68.428011928424,61.3585657134036,19.9920746409962,27.3159993199415,34.156105371645,27.4151033833728,27.2757569058804,29.5444513276125,27.2489690262205,9.14484398524985,27.0784654219742,30.7001869966466,27.6505000292996,28.408883120956,26.8254040441607,29.1294625137539,0.927524939819705,28.9520290434066
"3",35.6784417619069,5.8097065817883,0,75.467104500402,0.786950107019607,71.0207267751712,20.4273071358375,46.1822764708522,49.5633342721721,147.292873031871,263.19059149951,336.355011402462,197.145993814538,333.536671998703,45.4069198750808,23.7407636625412,111.220888288577,221.537538087206,237.79346363397,144.193483915793,332.315768369518,308.743064098267,202.987279777724,26.4130052852679,131.849656083325,227.626606616717,99.6217248362564,148.135281968427,139.58620506949,56.2684639437216,18.2898858549069,112.896886584261,52.0081807225029,101.565076731061,190.200480022007,127.227379900628,133.097387666233,4.91683705019659,107.938485998101
"4",0.545035690408895,28.9640804198198,75.467104500402,0,59.9710420049781,0.958062197956224,6.6026442551497,5.95627965500898,11.0984658171697,5.96725158350728,17.0168120832086,45.9584695734302,20.103103655817,100.581603545107,0.612710560887763,30.8559623310944,7.9206622076349,14.2249754790455,7.29728342546923,1.75851621833726,13.3453607457304,41.3988298460972,48.9686032787977,2.9694143100246,4.85336246257293,7.51118929496329,3.43786444636498,3.27071195663075,7.67026964247452,5.38651188384074,0.469714088471108,6.27786212973888,3.59773732511303,4.55437984171613,2.30539479478512,5.01163105367596,6.23472520559062,51.3497612797414,2.56613935111818
"5",37.5783097084798,8.54544957454289,0.786950107019607,59.9710420049781,0,58.0404424842911,24.5783433124047,39.5832393296287,45.7933704879817,93.8026637611753,150.470729529005,202.160643298241,128.770718137456,234.529710629742,46.070989184119,25.9177216114498,78.5941306571878,133.192524095279,141.253413820115,104.495626182636,172.089804120424,182.184933297646,146.036478499132,30.692606697584,84.4778069994106,136.729209265771,80.1204331451561,92.2777467824018,94.3703827140312,53.4643617847664,23.1027472297526,78.8276166683174,46.7561830994309,76.8393063167482,119.641365159885,82.1026137994147,92.8730115185182,8.89733268764803,79.946973953066
"6",4.89139150046003,29.091097397853,71.0207267751712,0.958062197956224,58.0404424842911,0,6.24433134630863,5.61059740064229,10.7180104208674,8.81759269617578,12.7219346962729,37.4124875998641,18.3073968073536,95.4346330835201,2.56161896421008,29.4853820218536,10.2991700106973,11.0179884539311,4.16553609534776,0.707988532019954,6.12546571520443,35.1827290461838,44.2771618656739,3.52678316356196,6.21435958332859,4.76332088842992,4.19666146647978,4.17706227563303,5.0156455082988,5.46658081669511,2.67019863440731,4.04381726458951,4.06067120139051,3.80913496661378,1.02026138050951,7.19701308761159,3.43712939518218,47.4991269046982,0.502523623433717
"7",0.9669702524493,17.4326866345864,20.4273071358375,6.6026442551497,24.5783433124047,6.24433134630863,0,13.5585957253252,16.7036352951623,5.98876785159973,19.9364174930365,44.7715888475068,22.6770896685998,97.9533688046936,4.38230607125229,0.543190674610742,6.11319550992812,17.36824119432,10.4023404311683,4.78651948105471,13.6470877552288,42.7671564606899,41.7670538541706,1.22088432558257,5.36627846137389,10.8224674728708,5.49560725446872,5.39962721637494,7.84646843441215,1.27794180921592,2.44530443356757,5.53039036312293,2.75142266193825,5.73952435420415,5.42205234387302,4.86278081134969,7.19308753478663,6.07745809841708,5.95104315854496
"8",0.60288575316963,48.8002702206586,46.1822764708522,5.95627965500898,39.5832393296287,5.61059740064229,13.5585957253252,0,4.25156997731483,52.0460694347248,76.1383308275881,52.8664158850406,34.877541033286,111.181561244859,1.44143047585112,56.7354006975511,16.8190744828266,50.4987566503828,64.5455001265811,17.9805176352986,187.762365786768,142.230301724398,26.060220773621,42.1095880674102,26.3195551337631,48.9951842768378,20.513540285227,29.8215271616755,18.7664653446163,2.52204548475902,1.0958009104786,21.5538970458692,0.614066209235716,20.0593930965279,30.2467437198861,24.8841703324724,19.3251541802451,23.1091939082025,22.0104951989538
"9",4.41069114733864,53.2964808009415,49.5633342721721,11.0984658171697,45.7933704879817,10.7180104208674,16.7036352951623,4.25156997731483,0,31.7802699232448,60.182277403153,40.8300034254871,23.5183273451935,52.0434300749057,5.37669527377852,37.2217334814841,1.72251814191895,38.7874334618559,53.0852058912033,2.30901939568639,69.9683716282379,45.1882786137262,14.6051291820222,50.5800233327659,8.55587128065963,37.6482823948261,8.60466967273487,13.2362487985888,0.728462855123325,6.28291853335122,4.72733386989785,2.6707548344657,4.2076541248598,10.7292039099061,12.208697985574,5.98850683968249,1.10204283901339,32.9317086865231,9.04244137323803
"10",3.52930620102461,27.8399146437623,147.292873031871,5.96725158350728,93.8026637611753,8.81759269617578,5.98876785159973,52.0460694347248,31.7802699232448,0,44.9817200750676,61.6264870543882,28.3236699974564,134.568879666772,3.05206617446129,69.3649433892297,10.3124817102239,34.8647391034515,34.9158199007074,7.09071145554162,33.1112587961634,66.0912839589446,43.1088290629959,2.35402851263825,2.30314190335866,36.8991165570055,0.0327963899599126,0.89649729681696,7.76535587202216,4.1177470794737,2.62687578467308,6.7185023338061,2.73382138882698,2.48820213038107,18.2451613670892,4.74905558849969,5.79478955933064,119.195179252563,9.401525198321
