site id, b'SRR7658624', b'SRR8784355'
average pi, 0.012188030209484075, 0.0021204394962214125
num_sites, 43148, 1714870
aggregate_across_pi, 0.024807956806049483, 0.024807956806049483
distributed_across_pi, 0.024807956806049483, 0.024807956806049483
