site id, b'SRR7658603', b'SRR7658593', b'SRR7658666'
average pi, 0.0014402520980981036, 0.0034910233548609347, 0.0004052334851096256
num_sites, 1782673, 3113, 268587
aggregate_across_pi, 0.012126505171867119, 0.012126505171867119, 0.012126505171867119
distributed_across_pi, 0.01211343680031412, 0.01211343680031412, 0.01211343680031412
