site id, b'SRR8784368', b'SRR8784388', b'SRR7658681', b'SRR8784369', b'SRR7658601', b'SRR8180447', b'SRR7658603', b'SRR7658623', b'SRR7658653', b'SRR7658666', b'SRR7658638', b'SRR7658625', b'SRR8784383', b'SRR7658648', b'SRR8784362', b'SRR8784363', b'SRR7658586', b'SRR7658587'
average pi, 0.0010188782661520834, 0.0053487763065834725, 0.0005029178577353698, 0.005138915041172327, 0.011118855227187797, 0.0037575039951326175, 0.011119208507419058, 0.01182315023213034, 0.0008433534438249632, 0.0020595330313191653, 0.0008947644135719856, 0.011366637399321996, 0.006561299911827957, 0.000891092364199216, 0.0062853494456104955, 0.006236283601364947, 0.011969056284328065, 0.0013709078892036415
num_sites, 1589390, 26028, 1459021, 108220, 33817, 82163, 22823, 35736, 1025438, 75446, 778186, 34853, 102509, 1377929, 65106, 101163, 49709, 308243
aggregate_across_pi, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379, 0.02051451911487379
distributed_across_pi, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186, 0.022488831993187186
