site id, b'SRR7658661', b'SRR7658641', b'SRR7658584'
average pi, 0.0009702696705939808, 0.008947771222115404, 0.00229342372985027
num_sites, 49039, 537247, 1434377
aggregate_across_pi, 0.03060356581811819, 0.03060356581811819, 0.03060356581811819
distributed_across_pi, 0.02839493999505784, 0.02839493999505784, 0.02839493999505784
