site id, b'SRR7658649', b'SRR7658630', b'SRR7658685', b'SRR7658631', b'SRR7658662', b'SRR8784392', b'SRR7658624', b'SRR7658667', b'SRR7658658'
average pi, 0.0009254838951552443, 0.0003687220706331669, 0.0009328731421679373, 0.0037664754974698535, 0.0006275358067107807, 0.0006400301180619337, 0.0009308101991056756, 0.0003219973778258808, 0.00046417489416086057
num_sites, 67739, 2455261, 10279, 9219, 1410714, 2580511, 327103, 2350417, 249764
aggregate_across_pi, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227, 0.0025602042752384227
distributed_across_pi, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967, 0.0031302001825048967
