site id, b'700013715', b'700024086c', b'700024752', b'700037539c', b'700095486', b'700105237c', b'700105372', b'700116201', b'700117625', b'700117755', b'700164735', b'700171114', b'700172068', b'700173023'
average pi, 0.007038347145579899, 0.003308648259716378, 0.0019428643810197835, 0.0018113491540412232, 0.003943524445912241, 0.002899568178593753, 0.006189942497530604, 0.002663901178029525, 0.0013255452584218332, 0.013181775116889711, 0.004861563999523126, 0.01417910755545894, 0.0007153039856326631, 0.0009301948364903513
num_sites, 3308, 3184, 844115, 142397, 21427, 19406, 14162, 189362, 116888, 12342, 5392, 6170, 673411, 228057
aggregate_across_pi, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675, 0.021388104245728675
distributed_across_pi, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377, 0.019397376627529377
