site id, b'SRR7658579', b'SRR8784394', b'SRR8784397', b'SRR8784366'
average pi, 0.0020400285489617035, 0.0031392938172754886, 0.0007454213083833418, 0.0005046780124456285
num_sites, 439234, 53613, 1271817, 2305108
aggregate_across_pi, 0.019126331327414283, 0.019126331327414283, 0.019126331327414283, 0.019126331327414283
distributed_across_pi, 0.018834688571077254, 0.018834688571077254, 0.018834688571077254, 0.018834688571077254
