site id, b'700013600', b'700013715', b'700014498', b'700024086c', b'700037539c', b'700038386', b'700038472', b'700116668', b'700116778c', b'700117625', b'700161429', b'700163181', b'700163772', b'700165634', b'700171441', b'700172461', b'700172498c', b'700172813', b'700173023', b'700173483', b'700175181'
average pi, 0.00432981821126163, 0.0047216984594787535, 0.0004282054785432965, 0.005333093710293748, 0.003916312642056588, 0.006042175004623019, 0.004555924203993185, 0.011173756912749324, 0.004683564464558305, 0.0038218254396814124, 0.006904684061459574, 0.005479467095846529, 0.005411684967379479, 0.0028514783874846387, 0.0040205864490464585, 0.0023156316786526153, 0.0028529414431275146, 0.009213048995674563, 0.005284238657351004, 0.010568705028600833, 0.006085333011819337
num_sites, 22752, 18237, 1841197, 16613, 24765, 23590, 999133, 21551, 1803628, 218126, 36256, 16158, 75208, 245620, 19516, 74337, 698674, 13663, 18131, 13686, 128740
aggregate_across_pi, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863, 0.014940197379004863
distributed_across_pi, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997, 0.015964915763948997
