site id, b'SRR7658619', b'SRR8784360', b'SRR7658608', b'SRR7658638', b'SRR7658655', b'SRR7658625', b'SRR8784383', b'SRR7658586'
average pi, 0.0014643831840066206, 0.007667694457572138, 0.008629800986135108, 0.009239666785759314, 0.0007160750181750765, 0.012997897853138901, 0.003959105316818028, 0.013313014255381304
num_sites, 992919, 352300, 28282, 4660, 309544, 21237, 122069, 89532
aggregate_across_pi, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187, 0.020989851061617187
distributed_across_pi, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482, 0.02375178860812482
