,X,Y,Z
0,0.013727057,0.0014612286,-42.74738314163976
1,0.013727057,0.0037968470048192773,-73.68470433210621
2,0.013727057,0.006132465409638554,-91.24320030304483
3,0.013727057,0.008468083814457832,-99.43755709256524
4,0.013727057,0.010803702219277109,-102.58180452977464
5,0.013727057,0.013139320624096385,-103.2448067596287
6,0.013727057,0.015474939028915663,-102.69060374659182
7,0.013727057,0.01781055743373494,-101.48462458411655
8,0.013727057,0.020146175838554218,-99.86348422698387
9,0.013727057,0.022481794243373494,-97.91823896527313
10,0.013727057,0.02481741264819277,-95.67854744003354
11,0.013727057,0.02715303105301205,-93.15032795583515
12,0.013727057,0.029488649457831327,-90.33353827900757
13,0.013727057,0.03182426786265061,-87.23042049491428
14,0.013727057,0.03415988626746989,-83.85068387436735
15,0.013727057,0.03649550467228916,-80.21397856014191
16,0.013727057,0.03883112307710844,-76.35187909084178
17,0.013727057,0.04116674148192772,-72.30811352903473
18,0.013727057,0.04350235988674699,-68.1380384205827
19,0.013727057,0.04583797829156627,-63.906546189767006
20,0.013727057,0.048173596696385546,-59.68480712274444
21,0.013727057,0.050509215101204825,-55.54618970815617
22,0.013727057,0.052844833506024105,-51.56127207078932
23,0.013727057,0.05518045191084338,-47.79351536777148
24,0.013727057,0.05751607031566266,-44.294816630244966
25,0.013727057,0.05985168872048194,-41.103221787419955
26,0.013727057,0.06218730712530121,-38.24109870433712
27,0.013727057,0.06452292553012048,-35.71590842243159
28,0.013727057,0.06685854393493977,-33.521394436658646
29,0.013727057,0.06919416233975904,-31.640474999797462
30,0.013727057,0.07152978074457832,-30.048073571228727
31,0.013727057,0.0738653991493976,-28.714336711615232
32,0.013727057,0.07620101755421688,-27.60731823616338
33,0.013727057,0.07853663595903615,-26.69522465520997
34,0.013727057,0.08087225436385544,-25.948028053136028
35,0.013727057,0.08320787276867471,-25.33844203561995
36,0.013727057,0.08554349117349398,-24.84247802785545
37,0.013727057,0.08787910957831327,-24.439514182294317
38,0.013727057,0.09021472798313254,-24.112220192541272
39,0.013727057,0.09255034638795182,-23.846206601891126
40,0.013727057,0.09488596479277109,-23.62971203087696
41,0.013727057,0.09722158319759037,-23.453172586712242
42,0.013727057,0.09955720160240965,-23.308885550010885
43,0.013727057,0.10189282000722892,-23.190655681757264
44,0.013727057,0.10422843841204821,-23.093521341004198
45,0.013727057,0.10656405681686748,-23.01350545355615
46,0.013727057,0.10889967522168675,-22.947420521564425
47,0.013727057,0.11123529362650604,-22.892707226267063
48,0.013727057,0.11357091203132531,-22.847304335516675
49,0.013727057,0.11590653043614459,-22.809549043854652
50,0.013727057,0.11824214884096387,-22.77809255628575
51,0.013727057,0.12057776724578315,-22.751840215612233
52,0.013727057,0.12291338565060242,-22.729896988271946
53,0.013727057,0.1252490040554217,-22.711531901958963
54,0.013727057,0.12758462246024097,-22.696142984176234
55,0.013727057,0.12992024086506027,-22.683235267885607
56,0.013727057,0.13225585926987954,-22.672398916186253
57,0.013727057,0.1345914776746988,-22.66329480530291
58,0.013727057,0.13692709607951808,-22.65564095968655
59,0.013727057,0.13926271448433736,-22.649202795236214
60,0.013727057,0.14159833288915663,-22.64378465021015
61,0.013727057,0.14393395129397593,-22.639223021922092
62,0.013727057,0.1462695696987952,-22.63538123951205
63,0.013727057,0.14860518810361448,-22.63214467954913
64,0.013727057,0.15094080650843375,-22.62941739544067
65,0.013727057,0.15327642491325302,-22.62711867904595
66,0.013727057,0.1556120433180723,-22.625180913749332
67,0.013727057,0.15794766172289157,-22.62354710722029
68,0.013727057,0.16028328012771087,-22.62216945258247
69,0.013727057,0.16261889853253014,-22.621007628187485
70,0.013727057,0.16495451693734942,-22.620027752549248
71,0.013727057,0.1672901353421687,-22.619201253634543
72,0.013727057,0.16962575374698796,-22.61850408394598
73,0.013727057,0.17196137215180723,-22.617915972210177
