site id, b'SRR7658619', b'SRR7658581'
average pi, 0.001899173630127115, 0.0012797860215902665
num_sites, 318851, 1480838
aggregate_across_pi, 0.014079045863645273, 0.014079045863645273
distributed_across_pi, 0.014079045863645273, 0.014079045863645273
