site id, b'SRR7658605', b'SRR8784372', b'SRR7658623', b'SRR8784393'
average pi, 0.015274681574257404, 0.007424134445565793, 0.017764344422953146, 0.0029608080696811425
num_sites, 49035, 104797, 55909, 876709
aggregate_across_pi, 0.015142270662106053, 0.015142270662106053, 0.015142270662106053, 0.015142270662106053
distributed_across_pi, 0.026391713447375564, 0.026391713447375564, 0.026391713447375564, 0.026391713447375564
