2       , -50.1932    , array([ 8.91018    ,  95.8156    ])
4       , -50.193     , array([ 4.35583    ,  192.844    ])
6       , -50.193     , array([ 4.35583    ,  193.036    ])
[  4.35583375 192.84353417]
8       , -421.749    , array([ 8.91018    ,  7.41856    ])
10      , -51.0322    , array([ 4.16729    ,  14.2272    ])
12      , -51.027     , array([ 4.16729    ,  14.2415    ])
[ 4.16728531 14.22724418]
14      , -50.5936    , array([ 8.91018    ,  35.5331    ])
16      , -50.193     , array([ 4.33121    ,  71.0993    ])
18      , -50.193     , array([ 4.33121    ,  71.1704    ])
[ 4.33120637 71.09925727]
20      , -548.326    , array([ 8.91018    ,  6.57815    ])
22      , -51.9213    , array([ 4.13684    ,  12.5069    ])
24      , -51.9114    , array([ 4.13684    ,  12.5194    ])
[ 4.13683716 12.50690512]
26      , -50.1967    , array([ 8.91018    ,  67.2042    ])
28      , -50.193     , array([ 4.35184    ,  135.132    ])
30      , -50.193     , array([ 4.35184    ,  135.267    ])
[  4.3518376  135.13181653]
32      , -1318.16    , array([ 8.91018    ,  4.03322    ])
34      , -69.4079    , array([ 3.92987    ,  7.17333    ])
36      , -69.3308    , array([ 3.92987    ,  7.18051    ])
[3.92986982 7.17332915]
38      , -50.2032    , array([ 8.91018    ,  58.9772    ])
40      , -50.193     , array([ 4.34819    ,  118.487    ])
42      , -50.193     , array([ 4.34819    ,  118.606    ])
[  4.34819094 118.48733928]
44      , -53.0379    , array([ 8.91018    ,  26.0453    ])
46      , -50.1931    , array([ 4.316      ,  51.924     ])
48      , -50.1931    , array([ 4.316      ,  51.9759    ])
[ 4.31600281 51.92399936]
50      , -50.2286    , array([ 8.91018    ,  49.7955    ])
52      , -50.193     , array([ 4.34263    ,  99.9093    ])
54      , -50.193     , array([ 4.34263    ,  100.009    ])
[ 4.3426316  99.90932539]
56      , -50.1934    , array([ 8.91018    ,  88.0843    ])
58      , -50.193     , array([ 4.35572    ,  177.278    ])
60      , -50.193     , array([ 4.35572    ,  177.456    ])
[  4.35572281 177.27847042]
62      , -50.1944    , array([ 8.91018    ,  75.7075    ])
64      , -50.193     , array([ 4.35389    ,  152.303    ])
66      , -50.193     , array([ 4.35389    ,  152.456    ])
[  4.35389038 152.30348677]
68      , -66.777     , array([ 8.91018    ,  18.4226    ])
70      , -50.1942    , array([ 4.29136    ,  36.5055    ])
72      , -50.1942    , array([ 4.29136    ,  36.542     ])
[ 4.29136209 36.50550273]
74      , -50.2127    , array([ 8.91018    ,  53.9829    ])
76      , -50.193     , array([ 4.34631    ,  108.405    ])
