site id, b'SRR7658579', b'SRR8784361', b'SRR8784385'
average pi, 0.0041672844233290795, 0.003656463258951904, 0.002112116758203078
num_sites, 928939, 133553, 107985
aggregate_across_pi, 0.022560464427454133, 0.022560464427454133, 0.022560464427454133
distributed_across_pi, 0.020503918863992315, 0.020503918863992315, 0.020503918863992315
