site id, b'SRR7658659', b'SRR7658580', b'SRR8180448', b'SRR7658605'
average pi, 0.004770210453522268, 0.0010356993426559435, 0.014482924541488798, 0.012761415891817276
num_sites, 865121, 1834117, 328615, 128758
aggregate_across_pi, 0.022405355631307432, 0.022405355631307432, 0.022405355631307432, 0.022405355631307432
distributed_across_pi, 0.023140287728802847, 0.023140287728802847, 0.023140287728802847, 0.023140287728802847
