species, nu_b, nu_f, time_b_low, time_b_high, time_f_low, time_f_high, time_total_low,time_total_high
Oscillibacter species,2.23E+00,1.37E+00,2.04E+04,3.46E+04,3.81E-01,6.46E-01,2.04E+04,3.46E+04
,,,,,,,,
,,,,,,,,
