site id, 700013597, 700013672, 700014837, 700015981, 700016142c, 700016716c, 700016960, 700023337, 700024318, 700024673, 700034926, 700035237, 700037501c, 700038870c, 700095410, 700095486, 700096865, 700097291, 700097482, 700097688, 700097973, 700098561, 700098932, 700100471, 700101581, 700102905, 700105771, 700106170, 700106229c, 700106946, 700109449, 700112433, 700113810, 700117682, 700161219, 700161532, 700163772, 700164159c, 700165530, 700172870
average pi, 0.000517607814571, 0.000530141948322, 0.00197960646059, 0.00177915966564, 0.00132777374741, 0.0028304870033, 0.00289599218558, 0.0012561373477, 0.00120143144475, 0.00113893323509, 0.00280574113865, 0.00344843583994, 0.0029348109605, 0.00221406958159, 0.00135439025633, 0.00378267490965, 0.00337426566355, 0.000534764157956, 0.00193551821075, 0.00363994240808, 0.000994572076082, 0.000944392356953, 0.00093013639111, 0.00200152514436, 0.00451938821241, 0.00251237061705, 0.0019104374518, 0.00103668209456, 0.0035640056113, 0.0121745346326, 0.00294912214837, 0.00241017544232, 0.00547439922127, 0.00269391687327, 0.00150587237949, 0.0015917703646, 0.000764239810845, 0.00174851259916, 0.00118285914759, 0.000842108196751
num_sites, 2942087, 3214234, 54796, 3542574, 3093722, 184685, 265460, 3318324, 649152, 3187389, 938914, 52477, 3434854, 3084262, 35485, 3678360, 3467728, 3459397, 1909362, 2939135, 2064920, 287081, 90371, 3482516, 56891, 3199602, 3123605, 3224470, 113923, 29881, 27221, 3191845, 108485, 188586, 3402448, 99562, 3336480, 3221304, 3440721, 3368892
across_species_pi, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05, 4.47260672227e-05
