site id, b'SRR7658579', b'SRR7658595', b'SRR8784394', b'SRR8784361', b'SRR8784383', b'SRR8784357', b'SRR8784385'
average pi, 0.0005372134720125094, 0.001185321725521685, 0.001121852869727161, 0.0006987847546101953, 0.005048242092073074, 0.00038239507152477536, 0.007761272672145562
num_sites, 2760541, 227176, 870531, 3764012, 619928, 3319215, 22152
aggregate_across_pi, 0.017792479640287955, 0.017792479640287955, 0.017792479640287955, 0.017792479640287955, 0.017792479640287955, 0.017792479640287955, 0.017792479640287955
distributed_across_pi, 0.017834000764471947, 0.017834000764471947, 0.017834000764471947, 0.017834000764471947, 0.017834000764471947, 0.017834000764471947, 0.017834000764471947
