site id, b'SRR7658579', b'SRR7658599', b'SRR7658659', b'SRR7658669', b'SRR8180446', b'SRR8784358', b'SRR8784368', b'SRR8784378', b'SRR8784388', b'SRR7658613', b'SRR8784389', b'SRR7658630', b'SRR8784369', b'SRR8784386', b'SRR8784379', b'SRR8784370', b'SRR7658621', b'SRR7658580', b'SRR8784391', b'SRR8784371', b'SRR8180448', b'SRR7658592', b'SRR8784372', b'SRR7658606', b'SRR8180449', b'SRR7658652', b'SRR7658582', b'SRR8784360', b'SRR7658608', b'SRR7658666', b'SRR7658636', b'SRR8784382', b'SRR7658645', b'SRR8784393', b'SRR7658595', b'SRR8784394', b'SRR8784361', b'SRR8784355', b'SRR7658597', b'SRR8784375', b'SRR8784395', b'SRR7658598', b'SRR7658656', b'SRR8784356', b'SRR8784383', b'SRR8784396', b'SRR8784397', b'SRR8784376', b'SRR7658628', b'SRR8784363', b'SRR8784384', b'SRR8784364', b'SRR8784385', b'SRR7658586', b'SRR7658588', b'SRR8784387', b'SRR8784367', b'SRR8784365', b'SRR8784366'
average pi, 0.00751231040353036, 0.01004163058193309, 0.012429896156636403, 0.007475963990393348, 0.01646646215860079, 0.01559006369571239, 0.01602658656769341, 0.017948911805801694, 0.018017836922340148, 0.005998541777758818, 0.01373929802452824, 0.010078630467084676, 0.01451301308735994, 0.014985275759608561, 0.009454881277462851, 0.016996384672793328, 0.014153840628649923, 0.010686412745004146, 0.015006227111504301, 0.011934842689594936, 0.014671403869900046, 0.014726069299372077, 0.011471331067621576, 0.0144109877513967, 0.012643170463358765, 0.004395278536969097, 0.01005127938131738, 0.012411612412647122, 0.010401546451869524, 0.010882944499380562, 0.0043630209915186385, 0.012794509122407056, 0.017486805802200182, 0.01219838250993817, 0.01208164140956333, 0.005557444211227027, 0.0016914500152973013, 0.009835436531201737, 0.015454088184719725, 0.006319236742275391, 0.013825548102594929, 0.012758990630915483, 0.00594477534418051, 0.011772129145418973, 0.00780037887931112, 0.008116946406850884, 0.0034038418948991755, 0.01787142994057163, 0.015873104020228627, 0.01551337442242967, 0.007275757782610121, 0.01426360238858467, 0.011298474030170659, 0.009982639552462796, 0.011286245703022068, 0.012434826497260642, 0.011181097489287358, 0.01418059627270085, 0.007983748457967777
num_sites, 1442102, 41316, 69831, 137540, 263335, 19599, 46105, 34104, 140965, 102579, 101971, 29572, 67276, 101519, 239979, 42303, 69484, 80316, 26063, 120670, 427778, 56865, 1960675, 5809, 40756, 67954, 157237, 1658136, 45977, 71517, 199897, 55053, 244220, 978989, 202753, 2099101, 47121, 1659611, 71263, 2373125, 198437, 25327, 1605111, 195481, 1236283, 285272, 1452324, 30991, 37015, 66511, 2214295, 1639311, 2571870, 141864, 119209, 74506, 2070322, 111961, 2184619
aggregate_across_pi, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641, 0.03155799931140641
distributed_across_pi, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454, 0.034294653124351454
