site id, b'700013588', b'700015702', b'700015981', b'700021261', b'700035785', b'700037123c', b'700037967', b'700097631', b'700100022', b'700100471', b'700105613', b'700105787', b'700106170', b'700106333', b'700108095c', b'700108161c', b'700109564c', b'700112490', b'700114162', b'700116468', b'700116611c', b'700119562', b'700123562', b'700163419', b'700163772', b'700164735', b'700164792', b'700173686'
average pi, 0.00040886940341784033, 0.002566575591120793, 0.0018443845003184261, 0.0019445784732769185, 0.0016139577468496532, 0.004860247010589501, 0.006246401170939781, 0.0004000491273351507, 0.002833949977545138, 0.0018843472599635828, 0.003297270963346364, 0.0030404028772977494, 0.0025687427569473214, 0.005193622237347186, 0.002679017734424019, 0.002772100185394738, 0.002812663531111742, 0.002847890338831417, 0.0032574284844442553, 0.0007451706134680616, 0.002274759247552256, 0.007581888249027653, 0.0029189932192077582, 0.0016533217017180564, 0.0007144136154324798, 0.002871662117145157, 0.0030070191457618814, 0.0009213440499179514
num_sites, 901018, 2127196, 227507, 32885, 1861061, 43871, 4900, 1200766, 283218, 137706, 1695300, 2102570, 7322, 2109790, 1368829, 1792676, 2142760, 1463180, 1861400, 2150945, 783705, 1269, 2132062, 6760, 484273, 2183155, 21475, 6232
aggregate_across_pi, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492, 0.014072925577576492
distributed_across_pi, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156, 0.013934901006318156
