site id, b'SRR8784359', b'SRR7658645'
average pi, 0.008536010094995121, 0.018288943547968638
num_sites, 94143, 462826
aggregate_across_pi, 0.03361201871705629, 0.03361201871705629
distributed_across_pi, 0.03361201871705629, 0.03361201871705629
