site id, b'SRR7658615', b'SRR8784391'
average pi, 0.0068471595974885, 0.0013591730507265265
num_sites, 3436, 114562
aggregate_across_pi, 0.00992366326819426, 0.00992366326819426
distributed_across_pi, 0.00992366326819426, 0.00992366326819426
