site id, 700016610c, 700016765, 700021306c, 700023872c, 700037632, 700038053, 700095647, 700100312, 700100600, 700109564c, 700109987, 700113762, 700116505, 700116917, 700171648, 700172461, 700173176
average pi, 0.0013710732727766288, 0.0010053432640087115, 0.0021182741643982817, 0.002252064883387249, 0.010725402050381718, 0.0008278079190101124, 0.0015606443553088235, 0.000781564462827735, 0.010760828620154213, 0.0023447989473966515, 0.011248617078706382, 0.009683593127802719, 0.010545761569472316, 0.006575742562843698, 0.003226746178175108, 0.0010049987914017393, 0.013066209357488652
num_sites, 650044, 576747, 2440611, 2443800, 32590, 2402000, 1458270, 1433028, 29752, 1355062, 15199, 76199, 9258, 16685, 67509, 1414152, 17745
