site id, b'SRR7658579', b'SRR7658659', b'SRR8784358', b'SRR8784368', b'SRR7658681', b'SRR7658601', b'SRR7658674', b'SRR7658621', b'SRR8784391', b'SRR8180448', b'SRR8784380', b'SRR8784392', b'SRR7658663', b'SRR7658634', b'SRR8784360', b'SRR7658638', b'SRR8784394', b'SRR8784374', b'SRR8784383', b'SRR7658647', b'SRR7658648', b'SRR7658658', b'SRR8784387', b'SRR8784365', b'SRR8784366', b'SRR7658587'
average pi, 0.0005645218177520787, 0.001902446802332434, 0.0025474338543947112, 0.008140881132254441, 0.00579714136621867, 0.013028702474266006, 0.00338857138393367, 0.010500943956837993, 0.009662913761715668, 0.008965627405288864, 0.010500956911667483, 0.005664393469734669, 0.005873681602297332, 0.012248187929230079, 0.0010224283074568722, 0.007049928079661515, 0.0014171346857188517, 0.005213134170645231, 0.002611859511303163, 0.012861234534621279, 0.005330344412176737, 0.0009963982401745496, 0.002936060000754481, 0.006723221935878886, 0.005082093139476019, 0.0007974148150644289
num_sites, 1706537, 152248, 220399, 661653, 3562, 26757, 29128, 30049, 48953, 23109, 445129, 22333, 17143, 11975, 1727162, 47491, 519874, 332706, 317935, 16968, 58068, 136921, 272963, 11417, 74638, 1263584
aggregate_across_pi, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708, 0.03005591103690708
distributed_across_pi, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235, 0.028443705908888235
