site id, b'SRR8784397', b'SRR8784385'
average pi, 0.004036334870939473, 0.0030901395530745024
num_sites, 349233, 15185
aggregate_across_pi, 0.013921032133865995, 0.013921032133865995
distributed_across_pi, 0.013921032133865995, 0.013921032133865995
