site id, 700015181c, 700038414, 700095647, 700098267, 700100022, 700105306, 700106333, 700114162, 700172870
average pi, 0.0009559532221476744, 0.0025777730035412066, 0.0018610512448132795, 0.0005165135422139424, 0.002608696449114463, 0.001177438738544984, 0.004969634750328695, 0.0035870551325056454, 0.0036479130211788287
num_sites, 2435685, 13397, 2209855, 399685, 140244, 30049, 496020, 85706, 4433
