site id, b'SRR8180446', b'SRR8784368', b'SRR8784378'
average pi, 0.009718102251831253, 0.011618193741927426, 0.011309676172975904
num_sites, 95405, 32431, 14090
aggregate_across_pi, 0.027402587422675758, 0.027402587422675758, 0.027402587422675758
distributed_across_pi, 0.02765876333159234, 0.02765876333159234, 0.02765876333159234
