site id, b'SRR7658579', b'SRR7658619', b'SRR7658661', b'SRR7658621', b'SRR7658580', b'SRR7658642', b'SRR7658581', b'SRR7658606', b'SRR7658635', b'SRR7658607', b'SRR7658666', b'SRR7658654', b'SRR7658638', b'SRR8784393', b'SRR7658595', b'SRR8784394', b'SRR7658627', b'SRR7658658', b'SRR7658588', b'SRR7658587'
average pi, 0.011793945467487634, 0.012184844060762727, 0.002925612522714055, 0.00771970336902802, 0.003332630318963517, 0.002085806026049867, 0.009278737925583517, 0.01020900273255815, 0.008625108226397825, 0.010107300797986279, 0.007231668305779436, 0.010818512521272035, 0.011236258150480165, 0.0040657704967527065, 0.005244271257884267, 0.01324882550613549, 0.007288287166524199, 0.0032136186562895476, 0.005041518636449458, 0.0017257522694831492
num_sites, 89972, 32744, 120804, 29539, 91810, 1113382, 25136, 107403, 88904, 28709, 113942, 69029, 19897, 840733, 314967, 14529, 373460, 82223, 1714686, 1006109
aggregate_across_pi, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255, 0.031716134305502255
distributed_across_pi, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173, 0.030059669204779173
