,0,1,2,3
56,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34454.87788534026,-6585.174357032849
57,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34454.87788534026,-6585.174357032849
58,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34454.87788534026,-6585.174357032849
59,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34454.87788534026,-6585.174357032849
60,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36624.43946356551,-8632.979345181353
61,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36242.975800540706,-8154.127356512117
62,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36420.95712637274,-8377.89733037335
63,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36288.79047202652,-8235.43304108132
64,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35828.04048672494,-7754.64318906487
65,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34869.29991318658,-6907.495589670874
66,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34447.84364770429,-6584.3083710609935
67,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34447.84364770429,-6584.3083710609935
68,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34447.84364770429,-6584.3083710609935
69,"[[3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667 3.36666667]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34447.84364770429,-6584.3083710609935
70,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36623.61828080341,-8631.922444670778
71,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36242.975800540706,-8154.127356512117
72,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36497.099960262436,-8475.51251836085
73,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36289.281673973775,-8235.64017032387
74,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35830.13197131228,-7755.13032609125
75,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34876.38890036053,-6908.64283498256
76,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34451.58657630291,-6584.57455502757
77,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34451.58657630291,-6584.57455502757
78,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34451.58657630291,-6584.57455502757
79,"[[3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111 3.91111111]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34451.58657630291,-6584.57455502757
80,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36626.683999299945,-8636.165479267045
81,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36587.80129205025,-8586.294007387169
82,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36495.775207655824,-8473.958589506432
83,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36288.5377222608,-8234.618753973984
84,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35831.81033325577,-7755.339475689393
85,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34879.40331861222,-6909.388265365416
86,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34456.44780519449,-6585.511820362941
87,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34456.44780519449,-6585.511820362941
88,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34456.44780519449,-6585.511820362941
89,"[[4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556 4.45555556]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34456.44780519449,-6585.511820362941
90,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36624.33605176151,-8633.009219407551
91,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36589.82033421668,-8590.105552204863
92,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36497.702207283306,-8475.219035694172
93,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36306.35014753044,-8250.112928861878
94,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35832.12482049047,-7755.584722166599
95,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34879.49790979693,-6909.403536530954
96,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34458.67858076714,-6586.041515895624
97,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34458.67858076714,-6586.041515895624
98,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34458.67858076714,-6586.041515895624
99,"[[5.  5.  5.  5.  5.  5.  5.  5.  5.  5. ]
 [0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34458.67858076714,-6586.041515895624
