,0,1,2,3
10,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36670.12040592508,-8692.011563294913
11,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36686.61978687473,-8712.915411323793
12,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36725.617396517584,-8761.119203734652
13,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36813.8331826069,-8866.612405476571
14,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37007.75226924477,-9086.199499713981
15,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37398.80022441866,-9492.599884374114
16,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37567.849254970984,-9655.0298711213
17,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37567.849254970984,-9655.0298711213
18,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37567.849254970984,-9655.0298711213
19,"[[0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444 0.64444444]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",37567.849254970984,-9655.0298711213
20,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36242.975800540706,-8154.127356512117
21,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36511.91750201412,-8493.048198581822
22,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36369.0967848611,-8324.446069474763
23,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36098.47364974547,-8026.01532314635
24,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35611.54717690708,-7542.6348609732995
25,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34775.30292691716,-6834.486400067353
26,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34441.317098130414,-6586.19598473634
27,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34441.317098130414,-6586.19598473634
28,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34441.317098130414,-6586.19598473634
29,"[[1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889 1.18888889]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34441.317098130414,-6586.19598473634
30,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36242.975800540706,-8154.127356512117
31,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36514.97346134261,-8495.064337851158
32,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36381.0884735886,-8334.335022959594
33,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36132.56910195017,-8053.0079163740875
34,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35681.56151133839,-7589.3890378111755
35,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34903.88941875956,-6899.848597251662
36,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34586.28796043355,-6651.535463309574
37,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34586.28796043355,-6651.535463309574
38,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34586.28796043355,-6651.535463309574
39,"[[1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333 1.73333333]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34586.28796043355,-6651.535463309574
40,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36242.975800540706,-8154.127356512117
41,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36163.227702830154,-8062.244361957943
42,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36390.72264875116,-8344.044938519932
43,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36168.16335335405,-8087.7733876255425
44,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35763.163882382905,-7660.266878546278
45,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34838.890405754886,-6874.18472001524
46,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34446.25260468151,-6584.553744911858
47,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34446.25260468151,-6584.553744911858
48,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34446.25260468151,-6584.553744911858
49,"[[2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778 2.27777778]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34446.25260468151,-6584.553744911858
50,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36625.61831244913,-8634.513072382433
51,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36570.23084914388,-8566.00657555726
52,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36489.537367881,-8468.193503123131
53,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",36197.35589097707,-8118.087536265897
54,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",35708.25210314494,-7667.305131450621
55,"[[2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222 2.82222222]
 [0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1        0.1       ]]","[[0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]
 [0.01       0.01668101 0.02782559 0.04641589 0.07742637 0.12915497 0.21544347 0.35938137 0.59948425 1.        ]]",34862.05250178035,-6891.721869605884
