site id, b'SRR7658664', b'SRR7658636', b'SRR7658646', b'SRR7658627', b'SRR7658584'
average pi, 0.009789528910275123, 0.01160556095180488, 0.008085450500937475, 0.006208768710690417, 0.010023110263454529
num_sites, 262285, 194591, 270477, 360696, 162050
aggregate_across_pi, 0.037165140128533995, 0.037165140128533995, 0.037165140128533995, 0.037165140128533995, 0.037165140128533995
distributed_across_pi, 0.0383343355887628, 0.0383343355887628, 0.0383343355887628, 0.0383343355887628, 0.0383343355887628
