site id, b'SRR8784394', b'SRR8784374', b'SRR8784397'
average pi, 0.0005745644217772962, 0.0016281720408538429, 0.0006718732551193173
num_sites, 2274135, 6602, 2226529
aggregate_across_pi, 0.029538834858746733, 0.029538834858746733, 0.029538834858746733
distributed_across_pi, 0.029500189642555946, 0.029500189642555946, 0.029500189642555946
