site id, 700014837, 700016456, 700024086c, 700034926, 700037539c, 700037916, 700037967, 700038053, 700038414, 700038493, 700096380, 700097482, 700098561, 700100600, 700108840c, 700111439, 700112755, 700113762, 700119739, 700163238, 700163521, 700165809, 700171648
average pi, 0.0035810235844218738, 0.0018333398743215798, 0.0015632357447366806, 0.011875270632431684, 0.0012017717646104567, 0.0043981663343532545, 0.01454558335451223, 0.0008506275633717262, 0.013237415483471586, 0.0038019783434773383, 0.002561400917491304, 0.014449544609488017, 0.0011607953248991873, 0.0020546660866438515, 0.0034246657881094383, 0.002576810321589821, 0.0031609635683111778, 0.0038041508241824693, 0.004296956726495203, 0.0038305587312226783, 0.004713735931228559, 0.0007371920331363813, 0.00849417482095268
num_sites, 2078992, 2045084, 2061514, 26914, 2072356, 1938639, 28336, 2010093, 22438, 1947365, 514135, 40853, 2051570, 2060198, 1879076, 1974841, 1868287, 2068799, 1550102, 610018, 1953521, 1929607, 35061
