site id, b'700037123c', b'700095287'
average pi, 0.006664565537998225, 0.004207242826531081
num_sites, 28659, 49850
aggregate_across_pi, 0.022742488982153926, 0.022742488982153926
distributed_across_pi, 0.022742488982153926, 0.022742488982153926
