site id, b'SRR7658579', b'SRR7658652', b'SRR7658648'
average pi, 0.0021538443590398276, 0.002161692238263783, 0.012321215766124508
num_sites, 373770, 189405, 155036
aggregate_across_pi, 0.014193897683183115, 0.014193897683183115, 0.014193897683183115
distributed_across_pi, 0.01514092726880194, 0.01514092726880194, 0.01514092726880194
