site id, SRR7658657, SRR8784397, SRR8784366
average pi, 0.0003240075025, 0.00435282173015, 0.00280939166385
num_sites, 5134010, 251890, 43649
aggregate_across_pi, 0.0114729573035, 0.0114729573035, 0.0114729573035
distributed_across_pi, 0.0149873536912, 0.0149873536912, 0.0149873536912
