site id, 700015181c, 700015702, 700016210, 700023113, 700023188, 700023720c, 700024318, 700024437, 700034081, 700038956, 700095058, 700098267, 700098932, 700100022, 700105372, 700105991, 700106694c, 700109449, 700111296c, 700120572, 700164339, 700167107, 700171573, 700175331
average pi, 0.0013331000528712005, 0.0031379563282011146, 0.0028858620136183654, 0.0016587315477376637, 0.0064680183048611535, 0.002469355539724116, 0.0011355593165298717, 0.0014910554093634624, 0.0028493020138569683, 0.007506496973125434, 0.0004961580745379916, 0.0006829869415985821, 0.0008885718719719021, 0.002621126619620277, 0.000904307040646014, 0.0028937551971904524, 0.0015397912584742919, 0.004096361754353231, 0.00454473280191482, 0.0017389576337401742, 0.004130250603972697, 0.0022746564053348016, 0.003911721970388022, 0.0034979295222234566
num_sites, 2906865, 1988759, 17506, 2807952, 2877865, 2904092, 2874694, 2724807, 2732837, 2885653, 2616337, 2882821, 2820522, 128168, 2885803, 2302775, 2353083, 111649, 241635, 2890459, 2909400, 2874181, 2933846, 2609402
