site id, b'700024086c', b'700024752', b'700037539c', b'700164159c', b'700165263c', b'700173023'
average pi, 0.006218929855791813, 0.006950744437678325, 0.00655311961708878, 0.004234406659310114, 0.00220869481241991, 0.008296974992271538
num_sites, 78206, 53207, 98014, 99782, 406519, 38680
aggregate_across_pi, 0.023706317313155614, 0.023706317313155614, 0.023706317313155614, 0.023706317313155614, 0.023706317313155614, 0.023706317313155614
distributed_across_pi, 0.0251804683365586, 0.0251804683365586, 0.0251804683365586, 0.0251804683365586, 0.0251804683365586, 0.0251804683365586
